congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
116,house,L000582,Lieu,CA,33,D,13,0,8.745e-5,-41.3
0,house,L000583,Loudermilk,GA,11,Republican,105,0.8952380952380953,0.94174111,25
115,house,L000583,Loudermilk,GA,11,R,93,0.8817204301075269,0.93807485,25
116,house,L000583,Loudermilk,GA,11,R,12,1,0.97015458,25
0,house,L000584,Love,UT,4,Republican,94,0.9574468085106383,0.81104426,6.7
115,house,L000584,Love,UT,4,R,94,0.9574468085106383,0.81104426,6.7
0,house,L000585,LaHood,IL,18,Republican,108,0.9444444444444444,0.94058769,27.3
115,house,L000585,LaHood,IL,18,R,96,0.9479166666666666,0.94325825,27.3
116,house,L000585,LaHood,IL,18,R,12,0.9166666666666666,0.91922315,27.3
0,house,L000586,Lawson,FL,5,Democrat,102,0.3333333333333333,0.24616942,-25.4
115,house,L000586,Lawson,FL,5,D,90,0.37777777777777777,0.27869439,-25.4
116,house,L000586,Lawson,FL,5,D,12,0,0.00223218,-25.4
0,house,L000587,Lewis,MN,2,Republican,93,0.9032258064516129,0.71555471,1.2
115,house,L000587,Lewis,MN,2,R,93,0.9032258064516129,0.71555471,1.2
0,house,L000588,Lamb,PA,17,Democrat,38,0.4473684210526316,0.69457959,2.6
115,house,L000588,Lamb,PA,18,D,25,0.68,0.92584441,19.6
116,house,L000588,Lamb,PA,17,D,13,0,0.24983954,2.6
0,house,L000589,Lesko,AZ,8,Republican,38,0.9473684210526315,0.9140441,21.1
115,house,L000589,Lesko,AZ,8,R,25,0.92,0.93098534,21.1
116,house,L000589,Lesko,AZ,8,R,13,1,0.88146479,21.1
0,house,L000590,Lee,NV,3,Democrat,13,0,0.19602984,1
116,house,L000590,Lee,NV,3,D,13,0,0.19602984,1
0,house,L000591,Luria,VA,2,Democrat,13,0,0.28009137,3.4
116,house,L000591,Luria,VA,2,D,13,0,0.28009137,3.4
0,house,L000592,Levin,MI,9,Democrat,13,0,0.04509112,-7.8
116,house,L000592,Levin,MI,9,D,13,0,0.04509112,-7.8
0,house,L000593,Levin,CA,49,Democrat,13,0,0.04739061,-7.5
116,house,L000593,Levin,CA,49,D,13,0,0.04739061,-7.5
0,house,M000087,Maloney,NY,12,Democrat,106,0.1509433962264151,0.13501467,-69.8
115,house,M000087,Maloney,NY,12,D,94,0.1702127659574468,0.15225052,-69.8
116,house,M000087,Maloney,NY,12,D,12,0,5.2e-7,-69.8
0,house,M000312,McGovern,MA,2,Democrat,107,0.12149532710280374,0.29134834,-19.4
115,house,M000312,McGovern,MA,2,D,94,0.13829787234042554,0.33075806,-19.4
116,house,M000312,McGovern,MA,2,D,13,0,0.0063857,-19.4
0,house,M001137,Meeks,NY,5,Democrat,106,0.20754716981132076,0.13188042,-73
115,house,M001137,Meeks,NY,5,D,93,0.23655913978494625,0.15031528,-73
116,house,M001137,Meeks,NY,5,D,13,0,2.7e-7,-73
0,house,M001143,McCollum,MN,4,Democrat,107,0.14953271028037382,0.21164296,-30.9
115,house,M001143,McCollum,MN,4,D,94,0.1702127659574468,0.24081699,-30.9
116,house,M001143,McCollum,MN,4,D,13,0,6.9229e-4,-30.9
0,house,M001151,Murphy,PA,18,Republican,48,0.9791666666666666,0.93314248,19.6
115,house,M001151,Murphy,PA,18,R,48,0.9791666666666666,0.93314248,19.6
0,house,M001156,McHenry,NC,10,Republican,107,0.9813084112149533,0.93798643,24.6
115,house,M001156,McHenry,NC,10,R,94,0.9893617021276596,0.94184596,24.6
116,house,M001156,McHenry,NC,10,R,13,0.9230769230769231,0.91007911,24.6
0,house,M001157,McCaul,TX,10,Republican,109,0.981651376146789,0.80697038,9.1
115,house,M001157,McCaul,TX,10,R,96,0.9895833333333334,0.843801,9.1
116,house,M001157,McCaul,TX,10,R,13,0.9230769230769231,0.53499042,9.1
0,house,M001158,Marchant,TX,24,Republican,107,0.9439252336448598,0.7537047,6.2
115,house,M001158,Marchant,TX,24,R,94,0.9468085106382979,0.80261462,6.2
116,house,M001158,Marchant,TX,24,R,13,0.9230769230769231,0.40004841,6.2
0,house,M001159,McMorris Rodgers,WA,5,Republican,109,0.9724770642201835,0.86286567,13.1
115,house,M001159,McMorris Rodgers,WA,5,R,96,0.9791666666666666,0.88456487,13.1
116,house,M001159,McMorris Rodgers,WA,5,R,13,0.9230769230769231,0.70262545,13.1
0,house,M001160,Moore,WI,4,Democrat,104,0.09615384615384616,0.1501408,-52.2
115,house,M001160,Moore,WI,4,D,91,0.10989010989010989,0.1715879,-52.2
116,house,M001160,Moore,WI,4,D,13,0,1.111e-5,-52.2
0,house,M001163,Matsui,CA,6,Democrat,108,0.1574074074074074,0.16813526,-44.8
115,house,M001163,Matsui,CA,6,D,95,0.17894736842105263,0.19113716,-44.8
116,house,M001163,Matsui,CA,6,D,13,0,4.443e-5,-44.8
0,house,M001165,McCarthy,CA,23,Republican,107,0.9813084112149533,0.92707702,22
115,house,M001165,McCarthy,CA,23,R,94,0.9893617021276596,0.93212444,22
116,house,M001165,McCarthy,CA,23,R,13,0.9230769230769231,0.89058028,22
0,house,M001166,McNerney,CA,9,Democrat,103,0.17475728155339806,0.30481428,-18.6
115,house,M001166,McNerney,CA,9,D,93,0.1935483870967742,0.33711946,-18.6
116,house,M001166,McNerney,CA,9,D,10,0,0.0043761,-18.6
0,house,M001177,McClintock,CA,4,Republican,108,0.8333333333333334,0.87964321,14.7
115,house,M001177,McClintock,CA,4,R,95,0.8105263157894737,0.89659049,14.7
116,house,M001177,McClintock,CA,4,R,13,1,0.7557977,14.7
0,house,M001179,Marino,PA,12,Republican,96,0.9791666666666666,0.95480231,36.4
115,house,M001179,Marino,PA,10,R,91,0.978021978021978,0.95231987,36
116,house,M001179,Marino,PA,12,R,5,1,0.99998273,36.4
0,house,M001180,McKinley,WV,1,Republican,109,0.9724770642201835,0.95133558,41.6
115,house,M001180,McKinley,WV,1,R,96,0.9791666666666666,0.95079332,41.6
116,house,M001180,McKinley,WV,1,R,13,0.9230769230769231,0.95533997,41.6
0,house,M001181,Meehan,PA,7,Republican,71,0.8873239436619719,0.6253992,-2.3
115,house,M001181,Meehan,PA,7,R,71,0.8873239436619719,0.6253992,-2.3
0,house,M001184,Massie,KY,4,Republican,107,0.6542056074766355,0.95452652,35.9
115,house,M001184,Massie,KY,4,R,96,0.625,0.94994826,35.9
116,house,M001184,Massie,KY,4,R,11,0.9090909090909091,0.99448228,35.9
0,house,M001185,Maloney,NY,18,Democrat,106,0.3113207547169811,0.66512835,1.9
115,house,M001185,Maloney,NY,18,D,93,0.3548387096774194,0.72662854,1.9
116,house,M001185,Maloney,NY,18,D,13,0,0.2251654,1.9
0,house,M001187,Meadows,NC,11,Republican,106,0.8867924528301887,0.95150517,29.2
115,house,M001187,Meadows,NC,11,R,93,0.8924731182795699,0.95450611,29.2
116,house,M001187,Meadows,NC,11,R,13,0.8461538461538461,0.93003686,29.2
0,house,M001188,Meng,NY,6,Democrat,105,0.18095238095238095,0.19772241,-33
115,house,M001188,Meng,NY,6,D,93,0.20430107526881722,0.2231871,-33
116,house,M001188,Meng,NY,6,D,12,0,3.7107e-4,-33
0,house,M001189,Messer,IN,6,Republican,92,0.9456521739130435,0.95631348,40.3
115,house,M001189,Messer,IN,6,R,92,0.9456521739130435,0.95631348,40.3
0,house,M001190,Mullin,OK,2,Republican,107,0.9345794392523364,0.95160667,50.1
115,house,M001190,Mullin,OK,2,R,94,0.925531914893617,0.94953171,50.1
116,house,M001190,Mullin,OK,2,R,13,1,0.96661022,50.1
0,house,M001193,MacArthur,NJ,3,Republican,96,0.9479166666666666,0.80450741,6.2
115,house,M001193,MacArthur,NJ,3,R,96,0.9479166666666666,0.80450741,6.2
0,house,M001194,Moolenaar,MI,4,Republican,109,0.981651376146789,0.93565151,24.8
115,house,M001194,Moolenaar,MI,4,R,96,0.9895833333333334,0.93895541,24.8
116,house,M001194,Moolenaar,MI,4,R,13,0.9230769230769231,0.91125343,24.8
0,house,M001195,Mooney,WV,2,Republican,109,0.8532110091743119,0.94972164,36.4
115,house,M001195,Mooney,WV,2,R,96,0.84375,0.95009742,36.4
116,house,M001195,Mooney,WV,2,R,13,0.9230769230769231,0.9469467,36.4
0,house,M001196,Moulton,MA,6,Democrat,107,0.205607476635514,0.30980148,-17.9
115,house,M001196,Moulton,MA,6,D,94,0.23404255319148937,0.35149174,-17.9
116,house,M001196,Moulton,MA,6,D,13,0,0.00834889,-17.9
115,house,M001197,McSally,AZ,2,R,96,0.96875,0.59050485,-4.9
0,house,M001198,Marshall,KS,1,Republican,108,0.9814814814814815,0.95133769,45
115,house,M001198,Marshall,KS,1,R,96,0.9791666666666666,0.95065581,45
116,house,M001198,Marshall,KS,1,R,12,1,0.95679268,45
0,house,M001199,Mast,FL,18,Republican,102,0.9313725490196079,0.82995784,9.2
115,house,M001199,Mast,FL,18,R,96,0.9270833333333334,0.84500573,9.2
116,house,M001199,Mast,FL,18,R,6,1,0.58919168,9.2
0,house,M001200,McEachin,VA,4,Democrat,104,0.18269230769230768,0.27137519,-21.6
115,house,M001200,McEachin,VA,4,D,92,0.20652173913043478,0.30622935,-21.6
116,house,M001200,McEachin,VA,4,D,12,0,0.00415994,-21.6
0,house,M001201,Mitchell,MI,10,Republican,109,0.963302752293578,0.94700894,32.2
115,house,M001201,Mitchell,MI,10,R,96,0.96875,0.94819192,32.2
116,house,M001201,Mitchell,MI,10,R,13,0.9230769230769231,0.93827312,32.2
0,house,M001202,Murphy,FL,7,Democrat,108,0.4444444444444444,0.47680417,-7.3
115,house,M001202,Murphy,FL,7,D,95,0.5052631578947369,0.53534688,-7.3
116,house,M001202,Murphy,FL,7,D,13,0,0.04899203,-7.3
0,house,M001203,Malinowski,NJ,7,Democrat,13,0,0.1395115,-1.1
116,house,M001203,Malinowski,NJ,7,D,13,0,0.1395115,-1.1
0,house,M001204,Meuser,PA,9,Republican,13,0.9230769230769231,0.94229049,34
116,house,M001204,Meuser,PA,9,R,13,0.9230769230769231,0.94229049,34
0,house,M001205,Miller,WV,3,Republican,13,1,0.96550403,49.2
116,house,M001205,Miller,WV,3,R,13,1,0.96550403,49.2
0,house,M001206,Morelle,NY,25,Democrat,16,0.125,0.1328658,-16.4
115,house,M001206,Morelle,NY,25,D,3,0.6666666666666666,0.66161867,-16.4
116,house,M001206,Morelle,NY,25,D,13,0,0.0108459,-16.4
0,house,M001207,Mucarsel-Powell,FL,26,Democrat,13,0,0.01103431,-16.3
116,house,M001207,Mucarsel-Powell,FL,26,D,13,0,0.01103431,-16.3
0,house,M001208,McBath,GA,6,Democrat,13,0,0.21185178,1.5
116,house,M001208,McBath,GA,6,D,13,0,0.21185178,1.5
0,house,M001209,McAdams,UT,4,Democrat,13,0,0.42306779,6.7
116,house,M001209,McAdams,UT,4,D,13,0,0.42306779,6.7
0,house,N000002,Nadler,NY,10,Democrat,105,0.1523809523809524,0.14831052,-59.5
115,house,N000002,Nadler,NY,10,D,92,0.17391304347826086,0.16926702,-59.5
116,house,N000002,Nadler,NY,10,D,13,0,2.99e-6,-59.5
0,house,N000015,Neal,MA,1,Democrat,105,0.18095238095238095,0.28217255,-20.7
115,house,N000015,Neal,MA,1,D,94,0.20212765957446807,0.3147331,-20.7
116,house,N000015,Neal,MA,1,D,11,0,0.00392786,-20.7
0,house,N000127,Nolan,MN,8,Democrat,90,0.2777777777777778,0.90370778,15.6
115,house,N000127,Nolan,MN,8,D,90,0.2777777777777778,0.90370778,15.6
0,house,N000179,Napolitano,CA,32,Democrat,94,0.13829787234042554,0.19819085,-38.9
115,house,N000179,Napolitano,CA,32,D,81,0.16049382716049382,0.22997677,-38.9
116,house,N000179,Napolitano,CA,32,D,13,0,1.4012e-4,-38.9
0,house,N000181,Nunes,CA,22,Republican,105,0.9809523809523809,0.8101063,9.5
115,house,N000181,Nunes,CA,22,R,92,0.9891304347826086,0.84638891,9.5
116,house,N000181,Nunes,CA,22,R,13,0.9230769230769231,0.55333705,9.5
0,house,N000184,Noem,SD,0,Republican,90,0.9222222222222223,0.94601119,29.79332222
115,house,N000184,Noem,SD,0,R,90,0.9222222222222223,0.94601119,29.79332222
0,house,N000188,Norcross,NJ,1,Democrat,105,0.18095238095238095,0.24668468,-24.5
115,house,N000188,Norcross,NJ,1,D,92,0.20652173913043478,0.28119553,-24.5
116,house,N000188,Norcross,NJ,1,D,13,0,0.00245401,-24.5
0,house,N000189,Newhouse,WA,4,Republican,103,0.9611650485436893,0.93102374,22.8
115,house,N000189,Newhouse,WA,4,R,90,0.9666666666666667,0.93586015,22.8
116,house,N000189,Newhouse,WA,4,R,13,0.9230769230769231,0.89754091,22.8
0,house,N000190,Norman,SC,5,Republican,75,0.8666666666666667,0.88753427,18.5
115,house,N000190,Norman,SC,5,R,62,0.8387096774193549,0.89640151,18.5
116,house,N000190,Norman,SC,5,R,13,1,0.84524436,18.5
0,house,N000191,Neguse,CO,2,Democrat,13,0,0.00450601,-21.3
116,house,N000191,Neguse,CO,2,D,13,0,0.00450601,-21.3
0,house,O000168,Olson,TX,22,Republican,107,0.9626168224299065,0.78534346,7.9
115,house,O000168,Olson,TX,22,R,94,0.9680851063829787,0.82769772,7.9
116,house,O000168,Olson,TX,22,R,13,0.9230769230769231,0.47908963,7.9
0,house,O000170,O’Rourke,TX,16,Democrat,93,0.3010752688172043,0.18773679,-40.7
115,house,O000170,O’Rourke,TX,16,D,93,0.3010752688172043,0.18773679,-40.7
0,house,O000171,O’Halleran,AZ,1,Democrat,109,0.47706422018348627,0.65426965,1.1
115,house,O000171,O’Halleran,AZ,1,D,96,0.5416666666666666,0.71590437,1.1
116,house,O000171,O’Halleran,AZ,1,D,13,0,0.19912093,1.1
0,house,O000172,Ocasio-Cortez,NY,14,Democrat,13,0.23076923076923078,3.97e-6,-57.9
116,house,O000172,Ocasio-Cortez,NY,14,D,13,0.23076923076923078,3.97e-6,-57.9
0,house,O000173,Omar,MN,5,Democrat,13,0,6.44e-6,-55.2
116,house,O000173,Omar,MN,5,D,13,0,6.44e-6,-55.2
0,house,P000034,Pallone,NJ,6,Democrat,108,0.10185185185185185,0.33691674,-15.6
115,house,P000034,Pallone,NJ,6,D,95,0.11578947368421053,0.38131897,-15.6
116,house,P000034,Pallone,NJ,6,D,13,0,0.01243893,-15.6
0,house,P000096,Pascrell,NJ,9,Democrat,106,0.18867924528301888,0.2074495,-31.2
115,house,P000096,Pascrell,NJ,9,D,93,0.21505376344086022,0.2363567,-31.2
116,house,P000096,Pascrell,NJ,9,D,13,0,6.5189e-4,-31.2
0,house,P000197,Pelosi,CA,12,Democrat,92,0.20652173913043478,0.14729845,-77.5
115,house,P000197,Pelosi,CA,12,D,91,0.2087912087912088,0.14891712,-77.5
116,house,P000197,Pelosi,CA,12,D,1,0,0,-77.5
0,house,P000258,Peterson,MN,7,Democrat,104,0.5865384615384616,0.94494586,30.8
115,house,P000258,Peterson,MN,7,D,91,0.6703296703296703,0.94640676,30.8
116,house,P000258,Peterson,MN,7,D,13,0,0.93471952,30.8
0,house,P000523,Price,NC,4,Democrat,108,0.16666666666666666,0.17932008,-40
115,house,P000523,Price,NC,4,D,95,0.18947368421052632,0.20384318,-40
116,house,P000523,Price,NC,4,D,13,0,1.1282e-4,-40
0,house,P000588,Pearce,NM,2,Republican,93,0.8924731182795699,0.85549881,10.2
115,house,P000588,Pearce,NM,2,R,93,0.8924731182795699,0.85549881,10.2
0,house,P000592,Poe,TX,2,Republican,91,0.9230769230769231,0.84409092,9.3
115,house,P000592,Poe,TX,2,R,91,0.9230769230769231,0.84409092,9.3
0,house,P000593,Perlmutter,CO,7,Democrat,108,0.25,0.39130567,-12
115,house,P000593,Perlmutter,CO,7,D,95,0.28421052631578947,0.44175252,-12
116,house,P000593,Perlmutter,CO,7,D,13,0,0.02265565,-12
0,house,P000594,Paulsen,MN,3,Republican,96,0.96875,0.49584968,-9.4
115,house,P000594,Paulsen,MN,3,R,96,0.96875,0.49584968,-9.4
0,house,P000597,Pingree,ME,1,Democrat,106,0.16037735849056603,0.34745813,-14.8
115,house,P000597,Pingree,ME,1,D,93,0.1827956989247312,0.39403659,-14.8
116,house,P000597,Pingree,ME,1,D,13,0,0.01424306,-14.8
0,house,P000598,Polis,CO,2,Democrat,88,0.17045454545454544,0.29543414,-21.3
115,house,P000598,Polis,CO,2,D,88,0.17045454545454544,0.29543414,-21.3
0,house,P000599,Posey,FL,8,Republican,106,0.8962264150943396,0.92367608,20.7
115,house,P000599,Posey,FL,8,R,93,0.8924731182795699,0.93021236,20.7
116,house,P000599,Posey,FL,8,R,13,0.9230769230769231,0.8769165,20.7
0,house,P000601,Palazzo,MS,4,Republican,105,0.9523809523809523,0.9536445,41.2
115,house,P000601,Palazzo,MS,4,R,92,0.9565217391304348,0.95348818,41.2
116,house,P000601,Palazzo,MS,4,R,13,0.9230769230769231,0.95475079,41.2
0,house,P000604,Payne,NJ,10,Democrat,93,0.10752688172043011,0.11687266,-72.4
115,house,P000604,Payne,NJ,10,D,87,0.11494252873563218,0.12493285,-72.4
116,house,P000604,Payne,NJ,10,D,6,0,1e-8,-72.4
0,house,P000605,Perry,PA,10,Republican,107,0.8598130841121495,0.88446532,8.9
115,house,P000605,Perry,PA,4,R,95,0.8526315789473684,0.93069518,21.5
116,house,P000605,Perry,PA,10,R,12,0.9166666666666666,0.51847895,8.9
0,house,P000606,Pittenger,NC,9,Republican,91,0.978021978021978,0.87321864,11.6
115,house,P000606,Pittenger,NC,9,R,91,0.978021978021978,0.87321864,11.6
0,house,P000607,Pocan,WI,2,Democrat,99,0.1111111111111111,0.19149384,-36.8
115,house,P000607,Pocan,WI,2,D,86,0.12790697674418605,0.22040846,-36.8
116,house,P000607,Pocan,WI,2,D,13,0,2.125e-4,-36.8
0,house,P000608,Peters,CA,52,Democrat,107,0.308411214953271,0.25852914,-22.5
115,house,P000608,Peters,CA,52,D,94,0.35106382978723405,0.29378561,-22.5
116,house,P000608,Peters,CA,52,D,13,0,0.00359775,-22.5
0,house,P000609,Palmer,AL,6,Republican,107,0.9252336448598131,0.95997602,44.7
115,house,P000609,Palmer,AL,6,R,94,0.925531914893617,0.96001532999999994,44.7
116,house,P000609,Palmer,AL,6,R,13,0.9230769230769231,0.95969177,44.7
0,house,P000611,Poliquin,ME,2,Republican,95,0.968421052631579,0.85950077,10.3
115,house,P000611,Poliquin,ME,2,R,95,0.968421052631579,0.85950077,10.3
0,house,P000613,Panetta,CA,20,Democrat,109,0.24770642201834864,0.16227905,-47.2
115,house,P000613,Panetta,CA,20,D,96,0.28125,0.18425052,-47.2
116,house,P000613,Panetta,CA,20,D,13,0,2.814e-5,-47.2
0,house,P000614,Pappas,NH,1,Democrat,13,0,0.21512579,1.6
116,house,P000614,Pappas,NH,1,D,13,0,0.21512579,1.6
0,house,P000615,Pence,IN,6,Republican,13,1,0.95339711,40.3
116,house,P000615,Pence,IN,6,R,13,1,0.95339711,40.3
0,house,P000616,Phillips,MN,3,Democrat,13,0,0.03465208,-9.4
116,house,P000616,Phillips,MN,3,D,13,0,0.03465208,-9.4
0,house,P000617,Pressley,MA,7,Democrat,13,0,3.1e-7,-72.2
116,house,P000617,Pressley,MA,7,D,13,0,3.1e-7,-72.2
0,house,P000618,Porter,CA,45,Democrat,13,0,0.06738224,-5.4
116,house,P000618,Porter,CA,45,D,13,0,0.06738224,-5.4
0,house,Q000023,Quigley,IL,5,Democrat,105,0.20952380952380953,0.16216292,-46.6
115,house,Q000023,Quigley,IL,5,D,93,0.23655913978494625,0.18308451,-46.6
116,house,Q000023,Quigley,IL,5,D,12,0,2.066e-5,-46.6
0,house,R000395,Rogers,KY,5,Republican,102,0.9803921568627451,0.94782483,62.1
115,house,R000395,Rogers,KY,5,R,89,0.9887640449438202,0.94316321,62.1
116,house,R000395,Rogers,KY,5,R,13,0.9230769230769231,0.979739,62.1
0,house,R000409,Rohrabacher,CA,48,Republican,95,0.8421052631578947,0.65805207,-1.7
115,house,R000409,Rohrabacher,CA,48,R,95,0.8421052631578947,0.65805207,-1.7
0,house,R000435,Ros-Lehtinen,FL,27,Republican,89,0.7078651685393258,0.32192644,-19.6
115,house,R000435,Ros-Lehtinen,FL,27,R,89,0.7078651685393258,0.32192644,-19.6
0,house,R000486,Roybal-Allard,CA,40,Democrat,107,0.14018691588785046,0.13415765,-69.4
115,house,R000486,Roybal-Allard,CA,40,D,94,0.1595744680851064,0.15271129,-69.4
116,house,R000486,Roybal-Allard,CA,40,D,13,0,5.2e-7,-69.4
0,house,R000487,Royce,CA,39,Republican,95,0.9789473684210527,0.5139066,-8.6
115,house,R000487,Royce,CA,39,R,95,0.9789473684210527,0.5139066,-8.6
0,house,R000515,Rush,IL,1,Democrat,83,0.13253012048192772,0.17112699,-54
115,house,R000515,Rush,IL,1,D,71,0.15492957746478872,0.20004953,-54
116,house,R000515,Rush,IL,1,D,12,0,2e-6,-54
0,house,R000570,Ryan,WI,1,Republican,22,0.9545454545454546,0.73244553,10.3
115,house,R000570,Ryan,WI,1,R,22,0.9545454545454546,0.73244553,10.3
0,house,R000575,Rogers,AL,3,Republican,108,0.9629629629629629,0.94725216,33
115,house,R000575,Rogers,AL,3,R,96,0.9583333333333334,0.94868333,33
116,house,R000575,Rogers,AL,3,R,12,1,0.93580284,33
0,house,R000576,Ruppersberger,MD,2,Democrat,108,0.26851851851851855,0.2471976,-24.4
115,house,R000576,Ruppersberger,MD,2,D,95,0.30526315789473685,0.28068227,-24.4
116,house,R000576,Ruppersberger,MD,2,D,13,0,0.0025019,-24.4
0,house,R000577,Ryan,OH,13,Democrat,107,0.205607476635514,0.49581986,-6.5
115,house,R000577,Ryan,OH,13,D,95,0.23157894736842105,0.5523968,-6.5
116,house,R000577,Ryan,OH,13,D,12,0,0.04791911,-6.5
0,house,R000578,Reichert,WA,8,Republican,93,0.9247311827956989,0.62860571,-3
115,house,R000578,Reichert,WA,8,R,93,0.9247311827956989,0.62860571,-3
0,house,R000580,Roskam,IL,6,Republican,94,0.9468085106382979,0.54990447,-7
115,house,R000580,Roskam,IL,6,R,94,0.9468085106382979,0.54990447,-7
0,house,R000582,Roe,TN,1,Republican,109,0.963302752293578,0.95155339,57
115,house,R000582,Roe,TN,1,R,96,0.9583333333333334,0.94844087,57
116,house,R000582,Roe,TN,1,R,13,1,0.97453816,57
0,house,R000583,Rooney,FL,17,Republican,88,0.9772727272727273,0.93988745,27.2
115,house,R000583,Rooney,FL,17,R,88,0.9772727272727273,0.93988745,27.2
0,house,R000585,Reed,NY,23,Republican,104,0.9615384615384616,0.87786299,14.8
115,house,R000585,Reed,NY,23,R,91,0.967032967032967,0.89487071,14.8
116,house,R000585,Reed,NY,23,R,13,0.9230769230769231,0.75880896,14.8
0,house,R000586,Renacci,OH,16,Republican,89,0.9438202247191011,0.92095859,16.6
115,house,R000586,Renacci,OH,16,R,89,0.9438202247191011,0.92095859,16.6
0,house,R000588,Richmond,LA,2,Democrat,100,0.13,0.13762952,-52.4
115,house,R000588,Richmond,LA,2,D,87,0.14942528735632185,0.15819325,-52.4
116,house,R000588,Richmond,LA,2,D,13,0,1.071e-5,-52.4
0,house,R000591,Roby,AL,2,Republican,108,0.9537037037037037,0.94625068,31.9
115,house,R000591,Roby,AL,2,R,95,0.9578947368421052,0.94744166,31.9
116,house,R000591,Roby,AL,2,R,13,0.9230769230769231,0.93754734,31.9
0,house,R000592,Rokita,IN,4,Republican,93,0.9032258064516129,0.94844154,34.1
115,house,R000592,Rokita,IN,4,R,93,0.9032258064516129,0.94844154,34.1
0,house,R000593,Ross,FL,15,Republican,92,0.9782608695652174,0.85471593,10
115,house,R000593,Ross,FL,15,R,92,0.9782608695652174,0.85471593,10
0,house,R000597,Rice,SC,7,Republican,107,0.9439252336448598,0.91285909,18.9
115,house,R000597,Rice,SC,7,R,95,0.9473684210526315,0.92048862,18.9
116,house,R000597,Rice,SC,7,R,12,0.9166666666666666,0.8524586,18.9
0,house,R000598,Rothfus,PA,12,Republican,96,0.8854166666666666,0.92815327,20.8
115,house,R000598,Rothfus,PA,12,R,96,0.8854166666666666,0.92815327,20.8
0,house,R000599,Ruiz,CA,36,Democrat,108,0.32407407407407407,0.448,-8.8
115,house,R000599,Ruiz,CA,36,D,95,0.3684210526315789,0.50407301,-8.8
116,house,R000599,Ruiz,CA,36,D,13,0,0.03823573,-8.8
0,house,R000601,Ratcliffe,TX,4,Republican,108,0.9074074074074074,0.95512354,53.6
115,house,R000601,Ratcliffe,TX,4,R,95,0.9052631578947369,0.9529847,53.6
116,house,R000601,Ratcliffe,TX,4,R,13,0.9230769230769231,0.97075353,53.6
0,house,R000602,Rice,NY,4,Democrat,106,0.2641509433962264,0.42627333,-9.6
115,house,R000602,Rice,NY,4,D,93,0.3010752688172043,0.48117209,-9.6
116,house,R000602,Rice,NY,4,D,13,0,0.03353603,-9.6
0,house,R000603,Rouzer,NC,7,Republican,107,0.9158878504672897,0.90393062,17.7
115,house,R000603,Rouzer,NC,7,R,94,0.9148936170212766,0.91409397,17.7
116,house,R000603,Rouzer,NC,7,R,13,0.9230769230769231,0.83044177,17.7
0,house,R000604,Russell,OK,5,Republican,95,0.9368421052631579,0.88664489,13.4
115,house,R000604,Russell,OK,5,R,95,0.9368421052631579,0.88664489,13.4
0,house,R000606,Raskin,MD,8,Democrat,108,0.12037037037037036,0.19629688,-34.4
115,house,R000606,Raskin,MD,8,D,95,0.1368421052631579,0.2231116,-34.4
116,house,R000606,Raskin,MD,8,D,13,0,3.4318e-4,-34.4
0,house,R000607,Rooney,FL,19,Republican,101,0.9603960396039604,0.93354956,22.1
115,house,R000607,Rooney,FL,19,R,93,0.956989247311828,0.93148539,22.1
116,house,R000607,Rooney,FL,19,R,8,1,0.95754561,22.1
115,house,R000608,Rosen,NV,3,D,93,0.43010752688172044,0.71305746,1
0,house,R000609,Rutherford,FL,4,Republican,103,0.9902912621359223,0.94344955,28
115,house,R000609,Rutherford,FL,4,R,90,0.9888888888888889,0.94597762,28
116,house,R000609,Rutherford,FL,4,R,13,1,0.92594749,28
0,house,R000610,Reschenthaler,PA,14,Republican,13,0.9230769230769231,0.92939407,29
116,house,R000610,Reschenthaler,PA,14,R,13,0.9230769230769231,0.92939407,29
0,house,R000611,Riggleman,VA,5,Republican,13,0.9230769230769231,0.62390846,11.1
116,house,R000611,Riggleman,VA,5,R,13,0.9230769230769231,0.62390846,11.1
0,house,R000612,Rose,TN,6,Republican,13,1,0.96513145,48.9
116,house,R000612,Rose,TN,6,R,13,1,0.96513145,48.9
0,house,R000613,Rose,NY,11,Democrat,13,0,0.56694718,9.8
116,house,R000613,Rose,NY,11,D,13,0,0.56694718,9.8
0,house,R000614,Roy,TX,21,Republican,12,0.8333333333333334,0.57650186,10
116,house,R000614,Roy,TX,21,R,12,0.8333333333333334,0.57650186,10
0,house,R000616,Rouda,CA,48,Democrat,13,0,0.12620275,-1.7
116,house,R000616,Rouda,CA,48,D,13,0,0.12620275,-1.7
0,house,S000051,Sanford,SC,1,Republican,96,0.7083333333333334,0.88456487,13.1
115,house,S000051,Sanford,SC,1,R,96,0.7083333333333334,0.88456487,13.1
0,house,S000185,Scott,VA,3,Democrat,108,0.17592592592592593,0.20673091,-31.7
115,house,S000185,Scott,VA,3,D,95,0.2,0.2349397,-31.7
116,house,S000185,Scott,VA,3,D,13,0,5.897e-4,-31.7
0,house,S000244,Sensenbrenner,WI,5,Republican,100,0.88,0.92520446,20.1
115,house,S000244,Sensenbrenner,WI,5,R,96,0.875,0.925617,20.1
116,house,S000244,Sensenbrenner,WI,5,R,4,1,0.91530364,20.1
0,house,S000248,Serrano,NY,15,Democrat,109,0.11926605504587157,0.11606799,-88.9
